what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302618250095
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302618250186
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1302618267100
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1302618267210
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1302618278710
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302618280347
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302618284478
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302618303973
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302618304213
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302618311443
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302618311643
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302618311760
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302618333066
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302618333494
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302618335806
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302618338255
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302618338674
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302618340951
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302618341077
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302618342598
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302618343908
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302618344936
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302618418445
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302618422024
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302618422098
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302618428215
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302618428313
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302618428386
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1302618436389
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302618437582
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1302618442430
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1302618442537
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302618459434
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302618469690
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302618470505
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.extract.interface",1302618470514
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302618483223
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302618487357
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.extract.local.variable",1302618487365
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302618491579
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302618492810
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.self.encapsulate.field",1302618492826
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302618498375
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302618499407
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.self.encapsulate.field",1302618499416
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302618502196
