what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302057103336
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1302057119664
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302057120707
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1302057125058
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302057152527
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302057156070
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302057156162
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1302057188596
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302057191870
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302057191959
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302057218817
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302057218930
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302057219126
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302057219991
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302057255472
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302057263225
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1302057267906
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1302057273495
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302057273660
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302057289631
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302057310483
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302057314959
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302057382707
